Başlık,Marka,Kullanım Amacı,Renk,Cihaz Ağırlığı,İşlemci Tipi,İşlemci,İşlemci Nesli,İşlemci Çekirdek Sayısı,Maksimum İşlemci Hızı,Ram (Sistem Belleği),Ram Tipi,Ekran Kartı,Ekran Kartı Tipi,Ekran Kartı Hafızası,Ekran Kartı Bellek Tipi,SSD Kapasitesi,Harddisk Kapasitesi,Ekran Boyutu,Max Ekran Çözünürlüğü,Ekran Özelliği,Ekran Yenileme Hızı,Ekran Panel Tipi,İşletim Sistemi,Çekilme Zamanı,Fiyat (TRY),Link
Lenovo Ideapad Slim 3 16IRH10 Intel Core I5 13420H 16GB 1TB SSD Freedos 16” Wuxga 83K20077TR,Lenovo,,Gri,2 kg ve Altı,Intel Core i5,13420H,13.Nesil,8,"4,6 GHz",,DDR5,Intel UHD Graphics,Dahili Ekran Kartı,Paylaşımlı,Paylaşımlı,,Yok,16 inç,1920 x 1200,WUXGA,60 Hz,IPS,Yok (Free Dos),2025-12-03 00:32:48,26.499 TL,https://www.hepsiburada.com/lenovo-ideapad-slim-3-16irh10-intel-core-i5-13420h-16gb-1tb-ssd-freedos-16-wuxga-83k20077tr-pm-HBC0000A10ZQ1
"Lenovo Ideapad Slim 3 AMD Ryzen 5 5625U 16GB 512GB SSD Freedos 15.6"" FHD Taşınabilir Bilgisayar 82XM00PWTX",Lenovo,Ev Kullanıcıları - Öğrenci,"Gri, Gri",2 kg ve Altı,AMD Ryzen 5,5625U,Ryzen,,"4,3 GHz",16 GB,DDR4,Onboard,Dahili Ekran Kartı,Belirtilmemiş,Onboard,512 GB,Yok,"15,6 inç",1920 x 1080,Full HD,,TN,Yok (Free Dos),2025-12-03 00:32:50,18.599 TL,https://www.hepsiburada.com/lenovo-ideapad-slim-3-amd-ryzen-5-5625u-16gb-512gb-ssd-freedos-tasinabilir-bilgisayar-15-6-fhd-tasinabilir-bilgisayar-82xm00pwtx-pm-HBC00008O18WJ
"Asus TUF Gaming F16 FX607VJ-RL016 Intel Core 5 210H 8GB 512GB SSD RTX3050 Freedos 16"" Taşınabilir Bilgisayar",Asus,Oyun ve Eğlence,"Gri, Gri","2,2 kg",Intel Core i5,210H,14.Nesil,,"4,8 GHz",,DDR4,Nvidia GeForce RTX 3050,Harici Ekran Kartı,6 GB,GDDR6,,Yok,16 inç,1920 x 1200,WUXGA,144 Hz,FHD,FreeDos,2025-12-03 00:32:53,32.995 TL,https://www.hepsiburada.com/asus-tuf-gaming-f16-fx607vj-rl016-intel-core-5-210h-8gb-512gb-ssd-rtx3050-freedos-16-tasinabilir-bilgisayar-pm-HBC0000ABEHFC
"Dell Vostro 3530 N3404PVNB3530U11 I5-1334U 32GB 1tbssd 15.6"" Fhd Windows 11 Pro Taşınabilir Bilgisayar-CNT012",Dell,,Koyu Gri,2 kg ve Altı,Intel Core i5,1334U,13.Nesil,,"4,6 GHz",32 GB,DDR4,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,1 TB,Yok,"15,6 inç",1920 x 1080,Full HD,,WVA,Windows 11 Pro,2025-12-03 00:32:55,"39.190,08 TL",https://adservice.hepsiburada.com/event/api/v1/track?event=cGxnbzhVQUpPVWJSWktnSisyY3RRaGlWV3J3QVM3cnZqWmtNNzBzZExWZ0FyZE5KOUgxL0JHaFN6cVNEUjFSS3hqL2pMUzcrb0twdHJncTlzcC9xcVJSQXIraDB2MitWMkVWcVQxWTN0T29vbGFSVUY3YXdzTnllaWNZZnJNKzF3dHBrSkllZlh4cmxDSEovM3pFNElRM0pCRUEyaWxpU3NFYklWaldwa3VCeGNXa1lzK2xQWEgzTm1lbDVvZGZMUjFWYmlUZmhwK2N0WkRpcXlKK2ZmM1lYRnVWRlBIVTU4d2ZzaTcxbzc1dzdRMVhjWlBNOUxCK0plclVERW5HWVI0VlN2SW9hbE9tQWFNVXQ2bjh0anl6RFNibjFJSlhCdHovY3RNaklqZUd0Qll3aXg0WTc2NEl4MWhSU1N4ckI3OGEvWGR4bW5FM1MweFlrUW9hNSsyRGhRZlNlS2lRWDBUd08wOEhENGplOC81T3dMRmoyOFhXQnU3TmFJOFZmT3dZOWpUdnlyUDJyTUpCVGFzYWxHeldrVWlTUlZVSlhkTjVkN2ZRL3ptd3VTSVF1TUN1SDZVb2VjS2ZJM2t4MWNrSWNDV29mdFBaVzdmbzV6amhRNmlMUUpkU21NY2poQzNucHNUZFErdUVmUUNwUzB3Y0hiazdLZ3V1OWxseFhLL3BFTzZpREhqUW5SVUZUNW9vYzg3R2xLTUphZVdWVUxZOHJSSDN1&redirect=https%3A%2F%2Fwww.hepsiburada.com%2Fdell-vostro-3530-n3404pvnb3530u11-i5-1334u-32gb-1tbssd-15-6-fhd-windows-11-pro-tasinabilir-bilgisayar-cnt012-p-HBCV000077K4BU%3Fmagaza%3Dteknoraks&eventName=sp-click&platform=desktop&anonymousId=ba22e137-10b9-4d91-acf8-2f19be972958
"Monster Abra A5 V22.1.2 Intel Core I7 13620H 32 GB Ram 1 Tb SSD 8 GB Rtx 5050 Freedos 15,6"" Fhd 144 Hz Oyun Bilgisayarı",Monster,Oyun ve Eğlence,"Siyah, Siyah",2 - 4 kg,Intel Core i7,13620H,13.Nesil,10,"4,9 GHz",,DDR5,Nvidia GeForce RTX 5050,Dahili Ekran Kartı,8 GB,GDDR7,,Yok,"15,6 inç",1920 x 1080,Full HD,144 Hz,FHD,Yok (Free Dos),2025-12-03 00:32:57,71.199 TL,https://adservice.hepsiburada.com/event/api/v1/track?event=ODh4YmpmNEl4azFnTXN3MlErYWVJSTZJT1BYR3V4dmFwNVRRWFBFcWdlVTFFMHZKN2l1MDdGNkZSTUR2T1d4TS9jT1JsQmpuYk5uMmRiYVQ3NlhNL2RWcTZqeXRBZEZuRWNUZWJyODBvSGdWczMzMXljM1hRcjZqMXJoMS9wa2tTLzJJNWRvRXUza1VYdHlPbEpnVWRMeFNQaURKTGV0T08xM3ZPZWxMWVFmdWtkL3JUZm1jOWhEcFUrMHRESFVuRDY2Tk1nRGxrRmc0WklxVXZJeUJDdXA5M1FZeHM4NHB4SW5lMW5PRmFNZzFRVEg1Q2d6dWhWZUtUSzhsMzVHK1BzZE9IL0EramNMNmpxU2d2akFPcjhUQTRXZlJOR0xHcVA0aERIc1VJSWw3ZllBNlRRb01ZWHFUWFExMkZZdUhUR3JPWXkwYlBKZnkxYXlTZnNZalFjTk9KRlhmZnQ3MnpVdHlOMjRpV0Zxd3JzRFFYSUdnSndyTXN5SCszU29JaU9TSUVXZnBxam1BR0FSOTVqS3RkUGJvK092eW40L0NSK05MYUh6eVpTaldpRGxqanYyeU50QkRpeHRDQ0tvVnlpMVBOc2hUNlVFaU5vQkY5RlhSZ0d1L3RGd3RSL3pOYjFVZGFSbDFsWmhmQjE4ZnAwaHhMN0J3cU9XSjNyV3FQakJIREZrb0I4TTJMdWlDa3piZWNMbWdkVUZpWE1PT0ZMZG9kaWE2&redirect=https%3A%2F%2Fwww.hepsiburada.com%2Fmonster-abra-a5-v22-1-2-intel-core-i7-13620h-32-gb-ram-1-tb-ssd-8-gb-rtx-5050-freedos-15-6-fhd-144-hz-oyun-bilgisayari-p-HBCV000094A90O%3Fmagaza%3DMonster+Notebook&eventName=sp-click&platform=desktop&anonymousId=ba22e137-10b9-4d91-acf8-2f19be972958
"Lenovo LOQ Intel Core i5 12600HX 24GB 512GB SSD RTX4050 Freedos 15.6"" IPS 144Hz Taşınabilir Bilgisayar 83GS00P6TR",Lenovo,Oyun ve Eğlence,"Gri, Gri",2 - 4 kg,Intel Core i5,12600HX,12.Nesil,,"4,6 GHz",24 GB,DDR5,Nvidia GeForce RTX 4050,Harici Ekran Kartı,6 GB,GDDR5,512 GB,Yok,"15,6 inç",1920 x 1080,Full HD,144 Hz,IPS,Yok (Free Dos),2025-12-03 00:32:59,39.999 TL,https://www.hepsiburada.com/lenovo-loq-intel-core-i5-12600hx-24gb-512gb-ssd-rtx4050-freedos-15-6-ips-144hz-tasinabilir-bilgisayar-83gs00p6tr-pm-HBC000089C0HI
"MSI MODERN 15 F13MG-869XTR Intel Core i5 1334U 16GB 512GB SSD Freedos 15.6"" FHD Taşınabilir Bilgisayar",MSI,Ofis ve İş,"Gri, Gri",2 kg ve Altı,Intel Core i5,1334U,13.Nesil,,"4,6 GHz",,DDR4,Intel Iris Xe Graphics,Onboard,Paylaşımlı,Onboard,,Yok,"15,6 inç",1920 x 1080,FHD,60 Hz,FHD,Yok (Free Dos),2025-12-03 00:33:01,22.499 TL,https://www.hepsiburada.com/msi-modern-15-f13mg-869xtr-intel-core-i5-1334u-16gb-512gb-ssd-freedos-15-6-fhd-tasinabilir-bilgisayar-pm-HBC0000AHX845
HP Victus 16-S1002NT A05N6EA 8gb RTX4070 Ryzen 7 8840H 32GB Ram 1tb SSD 16.1 Inç Fhd 144Hz Taşınabilir Bilgisayar,HP,,Siyah,2 - 4 kg,AMD Ryzen 7,8840H,7.Nesil,,"5,1 GHz",32 GB,DDR5,Nvidia GeForce RTX 4070,Harici Ekran Kartı,8 GB,DDR6,1 TB,Yok,"16,1 inç",1920 x 1080,Full HD,144 Hz,IPS,Yok (Free Dos),2025-12-03 00:33:03,"68.286,46 TL",https://adservice.hepsiburada.com/event/api/v1/track?event=SmZUblFwK2xWdWgrdjJJR0N0b2g5WGFwZXJHYml1bUlUNTZwKzVIWjZZaUdlcWhEQ29DS21QRGlxVlZsRnorMGRGUlJZOEF4b2IvTEVIZFhJOE1lc3gyZWMzbXlzOGFLQXViN2hzbDBxazdkZVhpMzFwRWZYQXhqUzNkRmlobjlyL01MS29uV2lVWit0bWVubHlzMGxDN0FyTy84MnNwYm5pclU4UGNyVGprQjBVRFBwOFBmZDJSS1liNFNwOWpoaStpMGxDZW4wMU5rcWxUU0VkVEI4am9EQUYrZkRPNmllQmNrM1ZFNmNLc0E3L1NJMXlpcWJXNVN2dER1L05uRytieEM3NzhuajVqT2xscGFTS3dON3dKeW5ub0E5SDQxQWZ2TXhERmhRL3RPYU5qNFArUk5CRGNoVTIycjF1N1lCb01VKy9teEtnTHRVZVB3NGZxUCtqOFRYOTk3Zm9Qc0E4d1dORm1aQnk0ME5aRnpwYS91L1dKaUIzZ2hWL0Rva053T29qcVZHREErbHEvV0pJcmI1SzVkZFhtOXhRcmR1eC9wc2tKeURLdUlpbEt1R2dQQm14RnZzWjJTbW9SdzUyRzBGZDhtb3R6akJNQlZMSTZFN2pPQlJ3b1BmNGZOQVV2YlI4bkVzaExuRzVZVEl6VVI5MlhxUVdWV0Y4b251NG5pNFBaSzlZdHN3VnREWlV5RkpyOUFIdlU1bExXcmU2c0xKV20weFZrZm1DcTFpSXlLQkhkYkpOVFI=&redirect=https%3A%2F%2Fwww.hepsiburada.com%2Fhp-victus-16-s1002nt-a05n6ea-8gb-rtx4070-ryzen-7-8840h-32gb-ram-1tb-ssd-16-1-inc-fhd-144hz-tasinabilir-bilgisayar-p-HBCV00006KPKKI%3Fmagaza%3DGpnTeknoloji&eventName=sp-click&platform=desktop&anonymousId=ba22e137-10b9-4d91-acf8-2f19be972958
"Dell Vostro 3530 N1601PVNB3530U02 I7-1355U 16GB 512SSD 15.6"" Fullhd FreeFreedso Taşınabilir Bilgisayar Taşınabilir BILGISAYAR-CNT003",Dell,Ofis ve İş,"Siyah, Siyah",2 kg ve Altı,Intel Core i7,1355U,13.Nesil,,5 GHz,16 GB,DDR4,Intel Iris Xe Graphics,Dahili Ekran Kartı,Paylaşımlı,Onboard,512 GB,Yok,"15,6 inç",1920 x 1080,Full HD,120 Hz,WVA,Yok (Free Dos),2025-12-03 00:33:05,"31.666,31 TL",https://adservice.hepsiburada.com/event/api/v1/track?event=K094ZUxtWk1XTDkzbFF2UTRsNWZQdVpabmZGQUg3RmxxdFJEaTd3SjlNemFQVFBsTW1JeER4eHRYUUVxNUlMWU5VK1VWOFpnbXA0WGhUR0JYR3h0cURmeU13UVFhSmtaSEhiNWlIU0J4NWViYWM3Z3I5SEFxc0w5UUhEUlVyaVIvQ0hDQXFOR0ZLUXQ2SWZ5RlFYNktXTlBYdi95QnV2QWkyZlFoTEFaUTlyMGJ6bE5jcElkeGhQWmNUVlFnQTdNdGQwS1QxektFWFpVQ1BSV0pMZ1VtZjhJV3NxVmdYYWMzWDlTdUthbVNZd0JzTmVkcHlMNXlGUWlCL2ZhSUNWQXAxUHI5RkxmQTcwVit6YnZGQmlGRnVEcnZVZXRxNi95THNBU3NjaDZrb2JraFk5aWU3NTNXcGxDVUt3MlJYMHVGRm9qUGpHWWdlVjJERHBUaGFrcVJFTlNCUFBhcm0rUGRhYU9lN0d0UHYwVHJUV1hodzZra3FRWmxrZG1ZWGF3N0QrSmRpMXBXWnh5NDdZMFFjQUQ5WWdSbldYQnNEWDRiMjEzcTJ3N3dPaHJUS2N0cmtsMmpxdlpBOVlZY1g1NllMZkltWjUxZnNCdlhOM1pEdlptU0pnZ3NYcDNhTEp5c2tVVDlWY2JDN01FT0FpRHU4MEtlY0k2RmkxUEdha2RGWmxaUk1ZTGhBMnZ6QURieVA5a2pvb3pTUjNYUmxQRitoNTNCaGxS&redirect=https%3A%2F%2Fwww.hepsiburada.com%2Fdell-vostro-3530-n1601pvnb3530u02-i7-1355u-16gb-512ssd-15-6-fullhd-freefreedso-tasinabilir-bilgisayar-tasinabilir-bilgisayar-cnt003-p-HBCV000061A7SL%3Fmagaza%3Dteknoraks&eventName=sp-click&platform=desktop&anonymousId=ba22e137-10b9-4d91-acf8-2f19be972958
"Huawei Matebook D14 2024 Intel Core i5 12450H 8GB 512GB SSD Windows 11 Home 14"" IPS Taşınabilir Bilgisayar",Huawei,,Gri,1 - 2 kg,Intel Core i5,Intel Core i5,12.Nesil,,"4,4 GHz",8 GB,,Paylaşımlı,Dahili Ekran Kartı,Paylaşımlı,Onboard,512 GB,Yok,14 inç,1920 x 1080,,,IPS,Windows 11 Home,2025-12-03 00:33:07,21.999 TL,https://www.hepsiburada.com/huawei-matebook-d14-2024-intel-core-i5-12450h-8gb-512gb-ssd-windows-11-home-14-ips-tasinabilir-bilgisayar-pm-HBC00005WJBQU
"MSI CYBORG 17 B13WFKG-091XTR Intel Core i7 13620H 16GB 1TB SSD RTX5060 Freedos 17.3"" FHD 144Hz Taşınabilir Bilgisayar",MSI,Oyun ve Eğlence,"Siyah, Siyah",2 - 4 kg,Intel Core i7,13620H,13.Nesil,,"4,9 GHz",,DDR5,Nvidia GeForce RTX 5060,Yüksek Seviye Harici Ekran Kartı,8 GB,GDDR7,,Yok,"17,3 inç",1920 x 1080,Full HD,144 Hz,FHD,Yok (Free Dos),2025-12-03 00:33:09,62.999 TL,https://www.hepsiburada.com/msi-cyborg-17-b13wfkg-091xtr-intel-core-i7-13620h-16gb-1tb-ssd-rtx5060-freedos-17-3-fhd-144hz-tasinabilir-bilgisayar-pm-HBC0000AHITKF
"HP Victus 16-S0064NT Ryzen 5 7640HS 16G 512GB SSD 6gb 4050 Freedos 144Hz 16.1"" Fhd Taşınabilir Bilgisayar 8Q4K4EA",HP,Oyun ve Eğlence,"Koyu Mavi, Koyu Mavi",2 - 4 kg,AMD Ryzen 5,7640HS,7.Nesil,6,5 GHz,16 GB,DDR5,Nvidia GeForce RTX 4050,Harici Ekran Kartı,6 GB,GDDR6,512 GB,Yok,"16,1 inç",1920 x 1080,Full HD,144 Hz,,Yok (Free Dos),2025-12-03 00:33:11,35.999 TL,https://www.hepsiburada.com/hp-victus-16-s0064nt-ryzen-5-7640hs-16g-512gb-ssd-6gb-4050-freedos-144hz-16-1-fhd-tasinabilir-bilgisayar-8q4k4ea-pm-HBC00007MPJMU
"Monster Abra A5 V20.5.4 Intel Core I5 13420H 16 GB Ram 1 Tb SSD 4 GB Rtx 3050 Freedos 15,6"" Fhd 144 Hz Taşınabilir Bilgisayar",Monster,Oyun ve Eğlence,Siyah,2 - 4 kg,Intel Core i5,Intel Core i5,13.Nesil,,"4,6 GHz",,DDR4,Nvidia GeForce RTX 3050,Dahili Ekran Kartı,4 GB,GDDR6,,Yok,"15,6 inç",1920 x 1080,Full HD,144 Hz,IPS,Yok (Free Dos),2025-12-03 00:33:13,36.199 TL,https://adservice.hepsiburada.com/event/api/v1/track?event=RVZoUWY1eHcwN2U4cjRqWmR5RTFPSkhLQWwzaVFwNGVQNUFVWVVCQXBremtPZDBsWUxCQUZvRi9ndFFOR1hWaU5vUklpOVJpb0hZSzBBZWljYVJPYklUMkV5RDQzTHRLOW5udno0endWU3E1NzdTYzhpbUdya1NqbDBxK2tET0dtS05Kd1V1aHJlZFFRekNJRDZhVkFLdFp3akdadkp6dVJzT2IxTnV3bFRjK2NFYktDWTF2dlNjN1FNeFMrZ2svVFZVenhEbWRlR0k0ZU45MGpMa3kxU2xaUlZYVTdDdDFzR29tTC9zQk1sRTg1WUY1MmVIWkloaXRmdU42UWR3ckF0SU52Tnp3djBqRkN3cC81WU43ak5abVNXMnJHWnBRbzJMeHR0YjVRUWdzUi8rWURBdHZwQkI3UXRCL0pPeFlDOHc2U0lYWkFqME1UbXowaHpGZmM3aGxIdEMvMCtOaldCeDVLa3dJK2tFNmpWTXNFZjhKK1FNbC9BTHY3UFUvQmVDUjVTem9jWm0xdk1CRnI1V09hdTQ4NFRjVEpSY1VXdzYxUFVaNndPWm1XL1JkVnorbW9SUXBXZ2Q1Z1I1VUdzWm95SHpXUDMxd0MwdGk5dlBTT0ZTSGk3ZWo1RG1scU9WWVI0R3FRcCtRaWhLb0ZHRDlJT2FOSTJWYnRkUytoUERPTU1od1kyYzFQRmNvcTl0K1RCdEJiTjFQeDNtd21LZEJydStRajA3OEZJM2ZXRDRKVHdBT0s5SU4=&redirect=https%3A%2F%2Fwww.hepsiburada.com%2Fmonster-abra-a5-v20-5-4-intel-core-i5-13420h-16-gb-ram-1-tb-ssd-4-gb-rtx-3050-freedos-15-6-fhd-144-hz-tasinabilir-bilgisayar-p-HBCV00008M5G9Z%3Fmagaza%3DMonster+Notebook&eventName=sp-click&platform=desktop&anonymousId=ba22e137-10b9-4d91-acf8-2f19be972958
"MSI KATANA 15 HX B14WGK-068XTR Intel Core i7 14650HX 16GB 1TB SSD RTX5070 Freedos 15.6"" QHD 165Hz Taşınabilir Bilgisayar",MSI,Oyun ve Eğlence,"Siyah, Siyah",2 - 4 kg,Intel Core i7,14650HX,14.Nesil,,"5,2 GHz",16 GB,DDR5,Nvidia GeForce RTX 5070,Yüksek Seviye Harici Ekran Kartı,8 GB,GDDR7,1 TB,Yok,"15,6 inç",2560 x 1440,QHD,165 Hz,QHD,Yok (Free Dos),2025-12-03 00:33:15,69.423 TL,https://www.hepsiburada.com/msi-katana-15-hx-b14wgk-068xtr-intel-core-i7-14650hx-16gb-1tb-ssd-rtx5070-freedos-15-6-qhd-165hz-tasinabilir-bilgisayar-pm-HBC00008RAESL
"Erazer Defender 17 P1 MD62757 Intel Core i7 13620H 16GB 1TB SSD RTX5060 Freedos 17.3"" Taşınabilir Bilgisayar",Erazer,,Siyah,2 - 4 kg,Intel Core i7,13620H,13.Nesil,,"4,9 GHz",,DDR5,Nvidia GeForce RTX 5060,Harici Ekran Kartı,8 GB,GDDR7,,Yok,"17,3 inç",1920 x 1080,,,FHD,Yok (Free Dos),2025-12-03 00:33:17,51.999 TL,https://www.hepsiburada.com/erazer-defender-17-p1-md62757-intel-core-i7-13620h-16gb-1tb-ssd-rtx5060-freedos-17-3-tasinabilir-bilgisayar-pm-HBC0000AKZ9K9
HP Victus 16-S0014NT 7Z4M5EA 8GB RTX4060 Ryzen 7 7840HS 16GB RAM 512GB SSD 16.1 inç FHD 144Hz Taşınabilir Bilgisayar,HP,,,2 - 4 kg,AMD Ryzen 7,7840HS,7.Nesil,,"5,1 GHz",16 GB,DDR5,Nvidia GeForce RTX 4060,Dahili Ekran Kartı,8 GB,GDDR6,512 GB,,"16,1 inç",1920 x 1080,,,IPS,Yok (Free Dos),2025-12-03 00:33:19,44.999 TL,https://adservice.hepsiburada.com/event/api/v1/track?event=Q2RQYTJWdUQ1ZTgySVdZSmRrUWgxaFhDYzJ0bVBMWUxBREpWQ0U4WEp2WlRmSUt3K2l4cWI0SzhuTDRhaHMxbmszYzNHRDRzaVNWSTBXMCtGSE9qN3BPWFZwL1NBN25ISmxQdlJHZXpvcVFwM2pSaEtDTWFVV0FPT2U5R2JqL1Rrd0NXbHlCU3lnR0FpU2ZZU0RpdytLdmI3YUtvajc5U2dIS1ZYc29NeTdZOWM3N3dSU085SXZ5TnE4UTVBS3hmSFkxL3FrVW43WUJFNEh4RHVhUDhpK1EzNzUrMm9qVnlZRm82K2VqTkc0Z2g1UCtHQXhjbVdvQUxYRXEzYUJsSmp4QnpEd2IxaG9OVFpqUS83eFozNGtpU0tHZ3p6Vk9RWnNMc3lPQXdZUm5rVXkvOGEvUlJ1ZTNoQm54N1BJRUk4NUdNQjVmc2k2NVFqWUJ3S2VDaEJiN2JrazMxZ3dSL2JCNU5Ma0hIL3N5d3ViNVdKUDN2TkdoV2RoMzdwSkptVU1yVzNKMTl2UEluYkxpTGtnTGlxMVVIMkpNYkI5ZTdyRUg0cGNtRk1xWU9nbWdHVVlJMkpZa25zOE1IT2hsTC9YelhBSHNobUp0MWJKT2I4QlpyWkNIMnp6MjZhSXZDMktRMFlFa2tyT3NOaXF6Lzk2UG5mUzhPTWx0SE1OY0dURFdKcTNlYkcxZUp1Q2VjS1Q5aEh6d1U5ajB2SjFvMG81VWRFVkI1&redirect=https%3A%2F%2Fwww.hepsiburada.com%2Fhp-victus-16-s0014nt-7z4m5ea-8gb-rtx4060-ryzen-7-7840hs-16gb-ram-512gb-ssd-16-1-inc-fhd-144hz-tasinabilir-bilgisayar-p-HBCV00004KOXTV%3Fmagaza%3DHP+Store+T%C3%BCrkiye&eventName=sp-click&platform=desktop&anonymousId=ba22e137-10b9-4d91-acf8-2f19be972958
"Monster Tulpar T6 V3.3.4 Intel Core I7 13700HX 16 GB Ram 1 Tb SSD 8 GB Rtx 5060 Freedos 16"" Fhd+ 165 Hz Oyun Bilgisayarı",Monster,Oyun ve Eğlence,Siyah,2 - 4 kg,Intel Core i7,13700HX,13.Nesil,,5 GHz,,DDR5,Nvidia GeForce RTX 5060,Dahili Ekran Kartı,8 GB,GDDR7,,Yok,16 inç,1920 x 1200,Full HD,165 Hz,IPS,Yok (Free Dos),2025-12-03 00:33:21,72.799 TL,https://adservice.hepsiburada.com/event/api/v1/track?event=ZVc5alNNVDFCTXphVDM2UHRlZXlPYnRLRGw3dS9WRjR3VS9WbDVzR1lDMFdYUDJFK0QwOHhxd0JUSmFuQXFheGh3aTBPbDB3Qy9yWGxiVHl4a3Z6SWtOZHl3M0ZaclNxMUJPZTRRQlQ4SURSWG1rcDRydDh2c1JZV0RjTXlMM1JqRjh5b3I4N2d6bDRvYjIxcGhDRDAzeHJ2VWhmTllnOTV3WDhKUUZQNmVURDlPSm1SYWRmM3h0MFJFLzQrU2U3YzlGeGZCMHJxOTIzc0ZpM3pUU1lHQmpsNzdwbnROVXhYNnh3d1ZHdTIvRmNnQkF0d2Rqc0R3cXhLT3ZzVmZGdFd6K2tIUGZoQjkvNEdNMTk0VnBuYWFtcjZXTDhFdHJnbkxvbnNsN2o5UXVzU29jU21uVzduRGFjVVFON0hUbmN1U21PMHVucmZzWkJMV3d5V1lSSm16MUdQUy9ZVjRiU3ZqU1BlU2lrQWlyNUNIMFV1TWdiSmF2ZWtzYTVTVzU0bEJIL2tFMUZnZE9MSjJmLy9wTlNuQS9nSzc2dElxMHhpV2ZVeEppdXc4TVdFRUxwSjJsaUpscWxCbXE4eENXdEtOSHVMY3AzNnVxVml5QTNDajBqbm4vcXMxdEFmWWVyeDJOQzJOSy9ESlQ5bTlBU2xrN3htU1FFd01tczZzYnRpQVZHT0FVMFMxUmJ1OXFrM05DWGg2SngvbmR4ZFpTZHl4Mlc1UlducFRBZTFPOHkzUTE5eVNiSmxPRlY=&redirect=https%3A%2F%2Fwww.hepsiburada.com%2Fmonster-tulpar-t6-v3-3-4-intel-core-i7-13700hx-16-gb-ram-1-tb-ssd-8-gb-rtx-5060-freedos-16-fhd-165-hz-oyun-bilgisayari-p-HBCV00008P91Y0%3Fmagaza%3DMonster+Notebook&eventName=sp-click&platform=desktop&anonymousId=ba22e137-10b9-4d91-acf8-2f19be972958
"Monster Abra A7 V16.2.2 Intel Core I7 13700HX 32 GB Ram 1 Tb SSD 8 GB Rtx 5050 Freedos 17,3"" Fhd 144 Hz Taşınabilir bilgisayar",Monster,Oyun ve Eğlence,Siyah,2 - 4 kg,Intel Core i7,13700HX,13.Nesil,16,5 GHz,,DDR5,Nvidia GeForce RTX 5050,Dahili Ekran Kartı,8 GB,GDDR7,,Yok,"17,3 inç",1920 x 1080,Full HD,144 Hz,IPS,Yok (Free Dos),2025-12-03 00:33:23,75.499 TL,https://www.hepsiburada.com/monster-abra-a7-v16-2-2-intel-core-i7-13700hx-32-gb-ram-1-tb-ssd-8-gb-rtx-5050-freedos-17-3-fhd-144-hz-tasinabilir-bilgisayar-p-HBCV00009OTHAQ
"Apple MacBook Air M4 16GB 512GB SSD macOS 13"" Taşınabilir Bilgisayar Yıldız Işığı MW103TU/A",Apple,,,,,,,,,,,,,,,,,,,,,,,2025-12-03 00:33:44,60.999 TL,https://www.hepsiburada.com/apple-macbook-air-m4-16gb-512gb-ssd-macos-13-tasinabilir-bilgisayar-yildiz-isigi-mw103tu-a-p-HBCV0000874919
"Lenovo Ideapad Slim 3 Intel Celeron N100 4GB 128GB SSD Windows 11 Home 15.6"" Taşınabilir Bilgisayar 82XB009GTX",Lenovo,,Gri,2 kg ve Altı,INTEL N100,Belirtilmemiş,İntel N Serisi,,"3,4 GHz",4 GB,Belirtilmemiş,Intel UHD Graphics,Dahili Ekran Kartı,Paylaşımlı,Paylaşımlı,128 GB,Yok,"15,6 inç",1920 x 1080,,,TN,Windows 11 Home,2025-12-03 00:33:46,8.899 TL,https://www.hepsiburada.com/lenovo-ideapad-slim-3-intel-celeron-n100-4gb-128gb-ssd-windows-11-home-15-6-tasinabilir-bilgisayar-82xb009htx-pm-HBC00007GPS68
